Animal Name;Animal Type;Skin;Age;
A649898;CAT;CALICO;5;;;;;;;
*GABEL;RABBIT;WHITE;2;;;;;;;
FOX;CAT;ORANGE;8;;;;;;;
FOXY;CAT;BRN TABBY;1;;;;;;;
*TIDBIT;DOG;WHITE;2;;;;;;;
WISKEY;DOG;TAN;6;;;;;;;
*LIBBY;DOG;BROWN;7;;;;;;;
MOLLY;DOG;BLACK;16;;;;;;;
KING;DOG;BLACK;1;;;;;;;
*LINDSEY;CAT;BLACK;1;;;;;;;
RHIANNA;DOG;TRICOLOR;15;;;;;;;
;WILD;GRAY;7;;;;;;;
COOKIE;DOG;BLACK;8;;;;;;;
*CERINA;RABBIT;BROWN;2;;;;;;;
LOBA;DOG;BLACK;9;;;;;;;
*PRETZEL;CAT;WHITE;6;;;;;;;
*PRETZEL;CAT;WHITE;6;;;;;;;
*LIBERTY;CAT;BLACK;3;;;;;;;
BENELLI;DOG;GRAY;9;;;;;;;
GARFIELD;CAT;ORG TABBY;8;;;;;;;
*BUDDY;DOG;TRICOLOR;0;;;;;;;
TIGER;DOG;BROWN;17;;;;;;;
PRECIOUS;DOG;WHITE;18;;;;;;;
*BEAUTIFUL;CAT;BLACK;7;;;;;;;
BOOZY;DOG;TAN;8;;;;;;;
HULK;DOG;TAN;8;;;;;;;
AMANDA;DOG;BLACK;15;;;;;;;
*SHANIAN;RABBIT;WHITE;2;;;;;;;
*PEPPER;RABBIT;WHITE;2;;;;;;;
;CAT;CALICO TAB;7;;;;;;;
;CAT;ORG TABBY;5;;;;;;;
;CAT;CALICO DIL;5;;;;;;;
*STRAWBERRY;CAT;BLACK;4;;;;;;;
;CAT;CALICO PT;6;;;;;;;
*HUATA;CAT;CALICO;8;;;;;;;
LUCY;DOG;WHITE;8;;;;;;;
KING TUT;DOG;BROWN;10;;;;;;;
JOKER;DOG;BR BRINDLE;15;;;;;;;
*PEGGY SUE;CAT;CALICO;6;;;;;;;
*MILKY WAY;CAT;BRN TABBY;6;;;;;;;
*TWIX;CAT;BRN TABBY;6;;;;;;;
*FIDGET;CAT;BRN TABBY;7;;;;;;;
HOPPER2;RABBIT;BROWN;6;;;;;;;
FLUFF AHOY;RABBIT;GRAY;8;;;;;;;
HOPPER 1;RABBIT;BROWN;6;;;;;;;
*MIP;CAT;TORTIE;0;;;;;;;
*TURTLE;CAT;BRN TABBY;4;;;;;;;
ASH;DOG;BLACK;13;;;;;;;
KODA;DOG;BLACK;13;;;;;;;
MAX;CAT;GRAY;19;;;;;;;
PIXIE;DOG;TAN;7;;;;;;;
*MARBLES;CAT;SEAL PT;7;;;;;;;
CHARLOTTE;DOG;BLUE;1;;;;;;;
*CHIP;DOG;TAN;3;;;;;;;
MINNIE;DOG;BLUE;9;;;;;;;
LUCY LOU;CAT;GRAY;19;;;;;;;
;WILD;BROWN;6;;;;;;;
;CAT;GRAY TABBY;4;;;;;;;
*PANCHITA;CAT;BLACK;1;;;;;;;
DOTTIE;CAT;WHITE;6;;;;;;;
*KIT'N;CAT;GRAY;0;;;;;;;
*PEGGY;CAT;CALICO;2;;;;;;;
CHET;DOG;WHITE;3;;;;;;;
*BAMBI;CAT;BLACK;1;;;;;;;
*ROLAND;DOG;TAN;3;;;;;;;
LILO;DOG;TAN;6;;;;;;;
BELLA;CAT;BLACK;19;;;;;;;
LILLY;DOG;BROWN;14;;;;;;;
*FLO;CAT;GRAY;8;;;;;;;
DONNIE THORNBERRY;CAT;BRN TABBY;5;;;;;;;
*ALEXANDER;CAT;LYNX PT;6;;;;;;;
*ELVIS PUGSLEY;DOG;FAWN;13;;;;;;;
NEERY;CAT;BLACK;5;;;;;;;
COOKIE;DOG;BLACK;1;;;;;;;
COMET;DOG;BROWN;8;;;;;;;
GUTTA;DOG;BLACK;3;;;;;;;
*AMARETTA;CAT;CALICO;6;;;;;;;
*YUCCA;CAT;CHOC PT;6;;;;;;;
*GORDITO;CAT;GRAY TABBY;7;;;;;;;
KIZZY;DOG;BR BRINDLE;13;;;;;;;
TUCKER;DOG;WHITE;6;;;;;;;
FREYA;DOG;BR BRINDLE;5;;;;;;;
KITTIE;CAT;ORANGE;13;;;;;;;
*SHANIA;CAT;BRN TABBY;5;;;;;;;
*VEGANAISE;CAT;CALICO PT;9;;;;;;;
*ASYMPTOTE;CAT;BLACK;9;;;;;;;
*MISSY;CAT;BLACK;2;;;;;;;
*LITTLE GUY;CAT;GRAY;2;;;;;;;
*GREGORY;CAT;BRN TABBY;2;;;;;;;
BELLA;DOG;BROWN;8;;;;;;;
*THUMBELINA;REPTILE;GREEN;5;;;;;;;
PEPITA;DOG;BLACK;14;;;;;;;
CALI;CAT;CALICO;13;;;;;;;
*J.D.;DOG;BLACK;3;;;;;;;
MILLO;DOG;TAN;3;;;;;;;
DODGER;DOG;RED;12;;;;;;;
BUBBA;DOG;WHITE;8;;;;;;;
CHIKA;DOG;BROWN;16;;;;;;;
LIL BABY;DOG;TAN;2;;;;;;;
THUNDER MUFFIN;CAT;GRAY;4;;;;;;;
*MISS ARIZONA;CAT;BLACK;12;;;;;;;
*MILO;CAT;BRN TABBY;0;;;;;;;
*CEE-CEE;CAT;CALICO;1;;;;;;;
CANDICE;DOG;BROWN;9;;;;;;;
*FIG;CAT;WHITE;4;;;;;;;
TANK;DOG;BLACK;6;;;;;;;
*ERIN;CAT;BLACK;0;;;;;;;
*CHAR;CAT;BRN TABBY;0;;;;;;;
WYBIE;CAT;BLACK;1;;;;;;;
RING ST 3;CAT;GRAY;2;;;;;;;
RUSTY;CAT;GRAY;9;;;;;;;
;OTHER;GRAY;4;;;;;;;
*FROU FROU;CAT;BLACK;7;;;;;;;
*NATE DOG;CAT;GRAY;7;;;;;;;
*ONYXA;CAT;BLACK;7;;;;;;;
*BLADE;CAT;BLACK;9;;;;;;;
*SPAM TART;CAT;BLACK;8;;;;;;;
*JERICHO;DOG;BROWN;5;;;;;;;
*MAGGIE;DOG;BLACK;8;;;;;;;
;DOG;BLACK;10;;;;;;;
;OTHER;GRAY;6;;;;;;;
;BIRD;BLACK;4;;;;;;;
COCO CHANEL;DOG;BLACK;16;;;;;;;
*MISS MOLLY;DOG;BLACK;7;;;;;;;
EVEE;DOG;CHOCOLATE;1;;;;;;;
*CASSANDRA;DOG;BLACK;2;;;;;;;
*MASEY;CAT;ORG TABBY;12;;;;;;;
;CAT;CALICO;2;;;;;;;
;REPTILE;GREEN;9;;;;;;;
COCO;DOG;BROWN;5;;;;;;;
*FISH;CAT;BRN TABBY;6;;;;;;;
PICKLE;CAT;BLACK;4;;;;;;;
*JUICY;CAT;ORANGE;7;;;;;;;
SHADOW;CAT;GRAY;4;;;;;;;
CUJO;DOG;TAN;14;;;;;;;
*MASHA MELLA;CAT;GRAY;4;;;;;;;
SNOWBALL;CAT;WHITE;1;;;;;;;
BUNNY;CAT;GRAY;4;;;;;;;
SPIDEY;CAT;BLACK;7;;;;;;;
BON BON;DOG;GOLD;9;;;;;;;
*HOLLY;DOG;BLACK;2;;;;;;;
*CHAI;CAT;CRM TABBY;3;;;;;;;
BALOO;CAT;GRAY;6;;;;;;;
CHARLIE;DOG;BROWN;4;;;;;;;
*RIBBIT;CAT;ORANGE;0;;;;;;;
*VALENCIA;DOG;GRAY;4;;;;;;;
*GRAYSTOKE;RABBIT;GRAY;6;;;;;;;
MILO;DOG;TAN;6;;;;;;;
*SNICKERDOODLE;CAT;GRAY;0;;;;;;;
*FAY PRESTO;CAT;GRAY;0;;;;;;;
*VARGAS;CAT;CALICO;1;;;;;;;
HONEY;CAT;GRAY TABBY;2;;;;;;;
*RICO;DOG;BLACK;5;;;;;;;
*SUNNIE;CAT;BLACK;1;;;;;;;
G'BAR BATTS;DOG;FAWN;5;;;;;;;
*PORTER;DOG;TAN;5;;;;;;;
CHUCKEY;DOG;BL BRINDLE;12;;;;;;;
*WAFFLES;DOG;BROWN;9;;;;;;;
MOCHA;CAT;TORTIE;1;;;;;;;
*HINT;CAT;GRAY TABBY;3;;;;;;;
*BERRY;CAT;GRAY;3;;;;;;;
*WAVE EYE;GUINEA PIG;BLACK;2;;;;;;;
*RIPLEY;GUINEA PIG;BLACK;2;;;;;;;
*CAL EL;GUINEA PIG;BROWN;2;;;;;;;
*MOMMAS;GUINEA PIG;BLACK;2;;;;;;;
*AVOCADO;CAT;GRAY;9;;;;;;;
TINY;DOG;BLACK;12;;;;;;;
TROOPER;DOG;BROWN;5;;;;;;;
BENTLEY;DOG;GRAY;9;;;;;;;
*DELI JONES;CAT;CALICO TAB;3;;;;;;;
RUGBY;DOG;YELLOW;14;;;;;;;
BOBBY;DOG;BLACK;6;;;;;;;
*CHICKPEA;DOG;TAN;1;;;;;;;
BERNIE/CHESTER;DOG;BROWN;5;;;;;;;
*LIONEL;DOG;BLACK;5;;;;;;;
*MARVIN;CAT;ORG TABBY;1;;;;;;;
*THUNDER;CAT;BRN TABBY;0;;;;;;;
*AMALTHEA;DOG;GRAY;3;;;;;;;
MAX;DOG;BLACK;8;;;;;;;
;WILD;GRAY;1;;;;;;;
;CAT;WHITE;4;;;;;;;
;CAT;WHITE;4;;;;;;;
;OTHER;GRAY;5;;;;;;;
*HAMELTON;GUINEA PIG;BLACK;1;;;;;;;
*LUCAS;CAT;GRAY;9;;;;;;;
*SKUNK;GUINEA PIG;BLACK;1;;;;;;;
*OINK;GUINEA PIG;TRICOLOR;0;;;;;;;
EFFIE;DOG;WHITE;17;;;;;;;
CHANCE;CAT;ORANGE;7;;;;;;;
*MAXWELL;CAT;BLACK;6;;;;;;;
DAYSI;CAT;BRN TABBY;7;;;;;;;
*CARLY;CAT;SNOWSHOE;5;;;;;;;
MIA;DOG;WHITE;21;;;;;;;
KODA;DOG;BLACK;6;;;;;;;
*REESE;CAT;GRAY TABBY;9;;;;;;;
*BROM;CAT;BRN TABBY;6;;;;;;;
BAILEY;DOG;BR BRINDLE;8;;;;;;;
SPARKY;DOG;TAN;13;;;;;;;
NOLA;DOG;TAN;15;;;;;;;
*CARLO;CAT;GRAY;1;;;;;;;
KIKI;DOG;GRAY;2;;;;;;;
*DIVA;CAT;BLACK;3;;;;;;;
DYNAMITE;CAT;ORANGE;8;;;;;;;
BABY FERAL;CAT;TORTIE;4;;;;;;;
*BARD;CAT;BLACK;0;;;;;;;
*ELF;CAT;BRN TABBY;0;;;;;;;
*DREMORA;CAT;BRN TABBY;0;;;;;;;
*KHAJIIT;CAT;BRN TABBY;0;;;;;;;
BINX;CAT;BLACK;3;;;;;;;
CHA CHA;DOG;BROWN;7;;;;;;;
*ELVIRA;CAT;GRAY;3;;;;;;;
PEPE;DOG;TRICOLOR;5;;;;;;;
GREEN TEA;CAT;BLACK;8;;;;;;;
*CYNDI;CAT;SEAL PT;1;;;;;;;
*JELLYBEAN;CAT;BLACK;1;;;;;;;
LIZ;REPTILE;TAN;21;;;;;;;
PUPPY 2;DOG;BLACK;0;;;;;;;
*MEADOWLARK;CAT;CALICO TAB;5;;;;;;;
FROSTY;CAT;CREAM;1;;;;;;;
*DUCKY;CAT;ORG TABBY;5;;;;;;;
;WILD;BROWN;7;;;;;;;
;CAT;BLACK;5;;;;;;;
;CAT;BRN TABBY;5;;;;;;;
;WILD;GRAY;3;;;;;;;
*VALENTINE;CAT;BLACK;0;;;;;;;
*KEVIN;CAT;BLACK;0;;;;;;;
*PARSNIP;DOG;BROWN;1;;;;;;;
*TWILIGHT;CAT;BRN TABBY;4;;;;;;;
MAX;DOG;WHITE;14;;;;;;;
HAILEY;DOG;BLACK;16;;;;;;;
WINSTIN;DOG;BLACK;15;;;;;;;
AVA;DOG;GRAY;10;;;;;;;
*BRUCE;DOG;BR BRINDLE;15;;;;;;;
*BEAN;CAT;GRAY TABBY;0;;;;;;;
*HORCHATA;DOG;WHITE;5;;;;;;;
R2;DOG;BLACK;5;;;;;;;
*ABE;CAT;BLACK;8;;;;;;;
*TANGO;CAT;GRAY TABBY;1;;;;;;;
*MEOW MING;CAT;ORG TABBY;3;;;;;;;
*ALICIA;CAT;GRAY TABBY;2;;;;;;;
*ERICA;CAT;TORTIE;1;;;;;;;
*MAXIMUS;CAT;SEAL PT;1;;;;;;;
MIDNIGHT;DOG;BLACK;4;;;;;;;
*GINGER;GUINEA PIG;TAN;7;;;;;;;
MR. DARCY;DOG;WHITE;19;;;;;;;
;BIRD;BLACK;5;;;;;;;
;WILD;GRAY;4;;;;;;;
*SAMMY;CAT;BLACK;1;;;;;;;
*JULIEN;CAT;WHITE;1;;;;;;;
*LEFT EYE;BIRD;GREEN;1;;;;;;;
*DEVON;CAT;GRAY;5;;;;;;;
*MERCURY;CAT;BLACK;0;;;;;;;
*AUORA;RABBIT;WHITE;0;;;;;;;
*GASTON;RABBIT;GRAY;0;;;;;;;
*LEFOU;RABBIT;WHITE;0;;;;;;;
*FAUNA;RABBIT;WHITE;0;;;;;;;
;OTHER;BROWN;2;;;;;;;
;OTHER;BROWN;2;;;;;;;
*CAPTAIN;DOG;WHITE;5;;;;;;;
*NERO;CAT;ORG TABBY;6;;;;;;;
*CHIP;CAT;WHITE;8;;;;;;;
*PUBERT;CAT;GRAY;0;;;;;;;
*PUGSLEY;CAT;GRAY;0;;;;;;;
*HELLO;CAT;BROWN;4;;;;;;;
MAX;DOG;WHITE;3;;;;;;;
*MIRANDA;CAT;BLACK;7;;;;;;;
*JUBILEE;DOG;BROWN;13;;;;;;;
*DAISY;CAT;BRN TABBY;2;;;;;;;
*SHARKY;DOG;TAN;2;;;;;;;
ROMEO;CAT;BLACK;3;;;;;;;
*ASAMI;CAT;GRAY;2;;;;;;;
*CINNAMON;CAT;CALICO;0;;;;;;;
*SPICE;CAT;BLACK;0;;;;;;;
BROWNY;DOG;BROWN;7;;;;;;;
TOMATO;DOG;BROWN;7;;;;;;;
*ROCKNROLL;CAT;BRN TABBY;0;;;;;;;
*J-POP;CAT;BRN TABBY;0;;;;;;;
*CONNER;DOG;BLACK;10;;;;;;;
A633063*BUTTERCUP;CAT;BRN TABBY;7;;;;;;;
*GRANNY SMITH;CAT;CALICO;0;;;;;;;
*JERSEY;DOG;BROWN;15;;;;;;;
BOXER;DOG;BROWN;6;;;;;;;
P. NUT;DOG;BLACK;8;;;;;;;
*FELICIA;CAT;GRAY;10;;;;;;;
*BONES;DOG;GRAY;2;;;;;;;
A635602*CAL;CAT;BLACK;6;;;;;;;
KIANO;CAT;SEAL PT;5;;;;;;;
LOLA;DOG;GRAY;10;;;;;;;
*BAGEL;DOG;TAN;4;;;;;;;
REX;DOG;BROWN;11;;;;;;;
*GRIFFIN;DOG;GRAY;12;;;;;;;
*JERRY;DOG;BROWN;6;;;;;;;
*VIOLET;CAT;TORTIE;3;;;;;;;
JUDA;DOG;BROWN;12;;;;;;;
*RORY;CAT;CREAM;10;;;;;;;
*ALORA;CAT;TORTIE;10;;;;;;;
STRIPES;CAT;CALICO TAB;4;;;;;;;
*THE DELIVERATOR;CAT;SEAL PT;11;;;;;;;
*THELXIEPEIA;CAT;BLACK;7;;;;;;;
*LADY;CAT;TORTIE DIL;5;;;;;;;
*CHICO STICK;CAT;ORANGE;11;;;;;;;
*ROOSTER;DOG;BROWN;2;;;;;;;
*PHYLLIS;CAT;TORTIE DIL;8;;;;;;;
*RAWR;CAT;BROWN;1;;;;;;;
*BARAKA;CAT;BRN TABBY;0;;;;;;;
SALLLY;DOG;TAN;9;;;;;;;
*SMITHERS;DOG;TAN;18;;;;;;;
*ALEXANDER;CAT;ORG TABBY;7;;;;;;;
SAMMY;CAT;GRAY;9;;;;;;;
KILLER;CAT;ORANGE;14;;;;;;;
*PRIMADONNA MISSY MISS;RABBIT;BROWN;5;;;;;;;
*AZRAEL;CAT;GRAY;5;;;;;;;
NASTASHA;DOG;BLACK;5;;;;;;;
*RUPERT;CAT;BRN TABBY;0;;;;;;;
*BUGGY;DOG;BR BRINDLE;6;;;;;;;
YEYO;DOG;WHITE;7;;;;;;;
CLEO;DOG;TAN;8;;;;;;;
MAGGIE;DOG;BROWN;8;;;;;;;
*CUDDLES;CAT;BLACK;1;;;;;;;
*NEWTON;DOG;BROWN;4;;;;;;;
*FLOPSY;CAT;SEAL PT;1;;;;;;;
*ACHILLES;DOG;BROWN;13;;;;;;;
NITRO;DOG;WHITE;14;;;;;;;
*AVALANCHE;CAT;WHITE;0;;;;;;;
*COCO;DOG;WHITE;8;;;;;;;
*CARLOTTA;CAT;GRAY TABBY;1;;;;;;;
NUKA;CAT;BLACK;5;;;;;;;
*FOUR-BY-FOUR;CAT;BRN TABBY;2;;;;;;;
BOBBY;CAT;SEAL PT;5;;;;;;;
*BABY KAI;CAT;BLACK;2;;;;;;;
A649823 *KANDY;CAT;BLACK;4;;;;;;;
*KALI;CAT;BLACK;2;;;;;;;
*SOPHIE;CAT;LYNX PT;3;;;;;;;
;CAT;BLUE PT;6;;;;;;;
NICIE;DOG;BLACK;4;;;;;;;
*GEORGE;CAT;ORANGE;0;;;;;;;
STRAY 3;CAT;CALICO;0;;;;;;;
STRAY 2;CAT;BLACK;0;;;;;;;
STRAY 5;CAT;BLACK;0;;;;;;;
BLUE;DOG;BROWN;4;;;;;;;
*HUMMER;DOG;BROWN;4;;;;;;;
*TINY TINA;CAT;WHITE;1;;;;;;;
PINKY;DOG;BROWN;16;;;;;;;
*MAGGIE MAY;DOG;BLACK;4;;;;;;;
*FUDGY WUDGY;DOG;FAWN;9;;;;;;;
CHARLIE;DOG;TAN;3;;;;;;;
BALDY;DOG;BR BRINDLE;6;;;;;;;
DUKE;DOG;TAN;3;;;;;;;
BELLA;DOG;TAN;6;;;;;;;
*AVA;DOG;BLACK;11;;;;;;;
BABY;DOG;WHITE;9;;;;;;;
*BOWIE;CAT;GRAY TABBY;5;;;;;;;
*DALLIAH;CAT;BLACK;4;;;;;;;
*LARRY;CAT;BLACK;6;;;;;;;
TREASURE;CAT;CALICO;18;;;;;;;
NALA;DOG;BROWN;8;;;;;;;
*ROBIN;CAT;GRAY TABBY;0;;;;;;;
*BUTTERSCOTCH;DOG;SEAL;0;;;;;;;
MISSY 2;DOG;BLACK;7;;;;;;;
ZEUS;DOG;BLACK;1;;;;;;;
MAYA;DOG;GRAY;7;;;;;;;
BUDZ;DOG;RED;7;;;;;;;
*CAMERA;CAT;BRN TABBY;8;;;;;;;
*MURPHY;DOG;TAN;9;;;;;;;
GIZZY;DOG;GRAY;14;;;;;;;
CAPTAIN;DOG;BLACK;10;;;;;;;
*TUNA;CAT;BLACK;12;;;;;;;
*PRISSY;CAT;BRN TABBY;7;;;;;;;
FLOWER;CAT;BLACK;7;;;;;;;
*KATNISS;CAT;BRN TABBY;3;;;;;;;
BABY 2;CAT;BLACK;3;;;;;;;
WILLOW;CAT;CALICO DIL;14;;;;;;;
KITTY;CAT;TORTIE;16;;;;;;;
CRUNCHY;DOG;CHOCOLATE;10;;;;;;;
*ASTRID;DOG;BLACK;0;;;;;;;
*CHLOE;DOG;BLACK;13;;;;;;;
OPTIMA;DOG;BLACK;7;;;;;;;
PRINCESS CLOUD;DOG;WHITE;13;;;;;;;
*ALARIC;DOG;FAWN;6;;;;;;;
*SLOPPY BOY;CAT;GRAY;9;;;;;;;
*PAIGE;CAT;BLACK;2;;;;;;;
AVEREE MAY;CAT;GRAY;7;;;;;;;
*EMBER;DOG;WHITE;15;;;;;;;
*GABRIEL;CAT;BLACK;8;;;;;;;
PHOENIX;CAT;ORANGE;4;;;;;;;
*CHALUPA;CAT;TORTIE;0;;;;;;;
*CRUNCHWRAP;CAT;ORG TABBY;0;;;;;;;
PHOENIX;DOG;YELLOW;8;;;;;;;
BENNY;DOG;WHITE;11;;;;;;;
*LOLO;CAT;BLACK;8;;;;;;;
MAUREE;CAT;BLACK;17;;;;;;;
*SASSY;CAT;FLAME PT;0;;;;;;;
*WILL WHEATON;CAT;BRN TABBY;2;;;;;;;
*MACARONI;CAT;ORANGE;2;;;;;;;
LUCIAN;DOG;BLACK;14;;;;;;;
MIA;DOG;WHITE;8;;;;;;;
LUNA;DOG;WHITE;4;;;;;;;
*CROOKSHANKS;CAT;ORANGE;3;;;;;;;
A646142;CAT;BRN TABBY;3;;;;;;;
*ROGER TAILOR;DOG;BROWN;9;;;;;;;
SKY;DOG;BLACK;2;;;;;;;
PETEY;DOG;BLACK;12;;;;;;;
*LOLA;RABBIT;BLACK;7;;;;;;;
A629288*HUNNY;CAT;ORG TABBY;6;;;;;;;
*ANGLO;CAT;WHITE;8;;;;;;;
*SALLY;CAT;TORTIE;3;;;;;;;
MAC;DOG;TRICOLOR;5;;;;;;;
ACE;DOG;BROWN;9;;;;;;;
*PEARLY;CAT;BLACK;3;;;;;;;
;BIRD;BLACK;3;;;;;;;
;REPTILE;GREEN;3;;;;;;;
;CAT;BRN TABBY;0;;;;;;;
;BIRD;BROWN;123;;;;;;;
*CABALLO;CAT;TORTIE;1;;;;;;;
*BARTOLO;CAT;BRN TABBY;0;;;;;;;
HUDSON;DOG;RED;2;;;;;;;
MISTY;CAT;TORTIE;3;;;;;;;
*TOYOTA;CAT;BROWN;7;;;;;;;
*ATHENA;CAT;BLACK;2;;;;;;;
GIGI;DOG;WHITE;13;;;;;;;
SLY COOPER;CAT;GRAY TABBY;8;;;;;;;
*USHER;RABBIT;TAN;1;;;;;;;
*EMINEM;RABBIT;GRAY;1;;;;;;;
BOBBY;DOG;BLACK;11;;;;;;;
ZOEY;DOG;WHITE;1;;;;;;;
*MERCURY;CAT;TORBI;0;;;;;;;
PEPE;CAT;BLACK;12;;;;;;;
*BOE;DOG;APRICOT;2;;;;;;;
BANSHEE;CAT;BLACK;1;;;;;;;
DOLOW;DOG;BROWN;1;;;;;;;
TROUBLE;DOG;WHITE;2;;;;;;;
*ASH;DOG;BLACK;0;;;;;;;
*NINGY;CAT;ORANGE;2;;;;;;;
*GOLDIE;CAT;ORANGE;2;;;;;;;
FOXY;CAT;WHITE;2;;;;;;;
*BONNIE;CAT;GRAY;2;;;;;;;
PRECIOUS;DOG;WHITE;18;;;;;;;
*BRAWLEY;GUINEA PIG;WHITE;3;;;;;;;
;WILD;WHITE;4;;;;;;;
;WILD;WHITE;4;;;;;;;
;WILD;WHITE;4;;;;;;;
;WILD;WHITE;4;;;;;;;
*CHIMNEY;CAT;BLACK;5;;;;;;;
*SHITAKI;DOG;GRAY;7;;;;;;;
*GARFIELD;CAT;CRM TABBY;5;;;;;;;
OPRAH;GUINEA PIG;BROWN;2;;;;;;;
*DUBLIN;CAT;GRAY;6;;;;;;;
LILI;CAT;BRN TABBY;5;;;;;;;
*ROCKY;CAT;GRAY;3;;;;;;;
*HAILEE;DOG;BLACK;6;;;;;;;
*FOX;CAT;ORG TABBY;1;;;;;;;
*MAPLE;CAT;CHOCOLATE;2;;;;;;;
CAT-MAN-DU;CAT;BUFF;7;;;;;;;
MISS CAT;CAT;TORTIE;2;;;;;;;
*DEE;CAT;TORTIE;2;;;;;;;
STARBUCKS;DOG;BROWN;10;;;;;;;
*MOJITO;DOG;BLACK;20;;;;;;;
PRINCE;DOG;TAN;16;;;;;;;
*TRUFFLE;DOG;GRAY;3;;;;;;;
CINNAMON;DOG;RED;2;;;;;;;
*NALA;DOG;TAN;3;;;;;;;
*GINNY;CAT;TORTIE DIL;3;;;;;;;
A650217*JETHRO;CAT;BLK TABBY;5;;;;;;;
CHICKEN 2;BIRD;BLACK;3;;;;;;;
*DOPEY;DOG;BLACK;4;;;;;;;
*PRINCE CHARMING;DOG;BLACK;4;;;;;;;
TRUMAN;DOG;TRICOLOR;9;;;;;;;
*REDFORD;DOG;TAN;2;;;;;;;
*UNICE;CAT;BLACK;0;;;;;;;
*UNI;CAT;BLACK;0;;;;;;;
*SMUDGE;CAT;BLACK;0;;;;;;;
*MICHIGAN;CAT;BLACK;0;;;;;;;
COMET;DOG;TAN;6;;;;;;;
COCO CHANEL;DOG;BLACK;3;;;;;;;
LIL BOY;DOG;BR BRINDLE;6;;;;;;;
*PANDORA;CAT;BLACK;5;;;;;;;
*PORTIA;CAT;CALICO;5;;;;;;;
MEDUSA;DOG;FAWN;5;;;;;;;
*PRINCESS DONUT;DOG;BR BRINDLE;3;;;;;;;
*CLOUDY;DOG;CREAM;3;;;;;;;
BONZAI;DOG;BROWN;2;;;;;;;
*JITTERBUG;DOG;CREAM;1;;;;;;;
BRUNO;DOG;GRAY;5;;;;;;;
KHMAO;DOG;BLACK;17;;;;;;;
JERRY;DOG;TRICOLOR;19;;;;;;;
KAYLAH 2;CAT;BRN TABBY;2;;;;;;;
KAYLAH 4;CAT;GRAY;2;;;;;;;
*NICK;CAT;BLK TABBY;4;;;;;;;
*VALENTINA;CAT;WHITE;4;;;;;;;
PANDA;DOG;BLACK;3;;;;;;;
DOUG;CAT;BLACK;3;;;;;;;
*BURT;DOG;TAN;10;;;;;;;
*RHODOMEL;CAT;BRN TABBY;9;;;;;;;
*HUNTRESS;DOG;TAN;0;;;;;;;
GRECIA;DOG;APRICOT;11;;;;;;;
BUSTER;DOG;TAN;17;;;;;;;
*VIERRA;CAT;BRN TABBY;7;;;;;;;
*BEUTY QUEEN;CAT;BLACK;5;;;;;;;
GAGA;DOG;BROWN;16;;;;;;;
MUFASA;DOG;BLACK;9;;;;;;;
*CHIPPY;CAT;WHITE;0;;;;;;;
SIN;DOG;BLACK;3;;;;;;;
ECHO;DOG;BLACK;6;;;;;;;
KANAN;DOG;RED;6;;;;;;;
LUCY;DOG;BLACK;9;;;;;;;
;WILD;GRAY;1;;;;;;;
;DOG;WHITE;11;;;;;;;
CASPER;DOG;WHITE;6;;;;;;;
RABBIT;DOG;BROWN;8;;;;;;;
CHAMP;DOG;BLACK;15;;;;;;;
*SAMANTHA;CAT;BLACK;6;;;;;;;
*NYLA;CAT;GRAY;2;;;;;;;
*NIKO;CAT;WHITE;2;;;;;;;
KING;DOG;BLACK;13;;;;;;;
RILEY;DOG;BROWN;7;;;;;;;
SOSA;DOG;BROWN;1;;;;;;;
SAM;DOG;BUFF;10;;;;;;;
MOLLY;DOG;BLACK;9;;;;;;;
ANNIE;DOG;FAWN;8;;;;;;;
SASSY;DOG;BROWN;7;;;;;;;
DEXTER;DOG;BROWN;11;;;;;;;
*PEACHES;DOG;TRICOLOR;4;;;;;;;
*SUKI;DOG;WHITE;4;;;;;;;
*ASH;CAT;GRAY;4;;;;;;;
*ANDI;CAT;GRAY TABBY;4;;;;;;;
*SILKIE;CAT;GRAY;0;;;;;;;
*PERCY;DOG;GRAY;10;;;;;;;
KALUAH;DOG;BROWN;14;;;;;;;
*BUTTERSCOTCH;DOG;BROWN;2;;;;;;;
*BEOWULF;DOG;BROWN;2;;;;;;;
*RIZZO;DOG;BLACK;8;;;;;;;
*BISMARCK;DOG;BROWN;0;;;;;;;
PUPPY7;DOG;BROWN;0;;;;;;;
PUPPY5;DOG;BROWN;0;;;;;;;
SCOOBY;DOG;WHITE;11;;;;;;;
YUNIOR;DOG;BROWN;13;;;;;;;
*CHADWICK;DOG;WHITE;9;;;;;;;
SELINE;DOG;WHITE;10;;;;;;;
LUKE;DOG;TAN;7;;;;;;;
PUPPY3;DOG;BROWN;0;;;;;;;
*GEORGETTE;DOG;BLACK;10;;;;;;;
TETRA;DOG;BLUE;5;;;;;;;
TINA;DOG;BLACK;4;;;;;;;
LUNA;DOG;BLACK;1;;;;;;;
HONEY;DOG;TAN;2;;;;;;;
*RUBY;DOG;WHITE;2;;;;;;;
*INDIGO;DOG;WHITE;2;;;;;;;
BONNIE;DOG;WHITE;11;;;;;;;
PENELOPE;DOG;WHITE;15;;;;;;;
DEISEL;DOG;BLUE;1;;;;;;;
*JANELLE;CAT;TORTIE DIL;2;;;;;;;
*MACARONI;CAT;CRM TABBY;2;;;;;;;
STELLA;CAT;TORTIE;15;;;;;;;
